dataset,model,cal_size,test_size,n_classes,BBQ_brier,BBQ_logloss,BBQ_ece-15,BBQ_accuracy,BBQ_time
volcanoes-b1,LightGBM,9158,1018,5,0.05654833052372071,0.16467016853175448,0.011854219250380993,0.9656188488006592,1.634950092062354
volcanoes-b1,LinearModel,9158,1018,5,0.05720807241138313,0.165084663930728,0.01233258843421936,0.9675834774971008,1.6406925820047036
volcanoes-b1,NeuralNetFastAI,9158,1018,5,0.05598504026234564,0.16215167438898964,0.01368284597992897,0.968565821647644,1.6422427010256797
volcanoes-b1,NeuralNetTorch,9158,1018,5,0.05442072778581646,0.1601543872613555,0.01338740810751915,0.9705304503440857,1.6386789800599217
volcanoes-b1,RandomForest,9158,1018,5,0.05559318938605859,0.16232330067694276,0.010498099960386753,0.9675834774971008,1.6315236119553447
volcanoes-b1,XGBoost,9158,1018,5,0.056674419477690655,0.16481443199627305,0.012009885162115097,0.968565821647644,1.6398286459734663
volcanoes-b2,CatBoost,9601,1067,5,0.05149171243362089,0.14254015597104314,0.015522800385951996,0.9681349396705627,1.7161750920349732
volcanoes-b2,ExtraTrees,9601,1067,5,0.052454062302595854,0.15145993719511208,0.016286063939332962,0.9700093865394592,1.7342242060694844
volcanoes-b2,LightGBM,9601,1067,5,0.05362775320119317,0.15203160473069785,0.01754886470735073,0.969072163105011,1.73252123396378
volcanoes-b2,LinearModel,9601,1067,5,0.052375730894634175,0.14203377815881804,0.018545404076576233,0.9700093865394592,1.7246845740592107
volcanoes-b2,NeuralNetFastAI,9601,1067,5,0.05110712221707765,0.13838197647367464,0.013695886358618736,0.969072163105011,1.7280026728985831
volcanoes-b2,NeuralNetTorch,9601,1067,5,0.051720966724526043,0.14014495497139354,0.014834648929536343,0.969072163105011,1.7311804560013115
volcanoes-b2,RandomForest,9601,1067,5,0.051719786732293424,0.14580809180875592,0.013966672122478485,0.969072163105011,1.7438536990666762
volcanoes-b2,XGBoost,9601,1067,5,0.05093045066557547,0.13990788313968114,0.01610286347568035,0.966260552406311,1.7349509169580415
volcanoes-b5,CatBoost,8990,999,5,0.05744871096835732,0.16372533139510534,0.00980413518846035,0.966966986656189,1.601180013967678
volcanoes-b5,ExtraTrees,8990,999,5,0.0589749110174796,0.1668114628302839,0.008461709134280682,0.965965986251831,1.6313535619992763
volcanoes-b5,LightGBM,8990,999,5,0.0592914185856134,0.16414034472211636,0.010418632999062538,0.9649649858474731,1.618865552940406
volcanoes-b5,LinearModel,8990,999,5,0.05841303479521032,0.1628386077150427,0.01530427671968937,0.965965986251831,1.6189742590067908
volcanoes-b5,NeuralNetFastAI,8990,999,5,0.0594189770277976,0.16830647699447676,0.012023490853607655,0.965965986251831,1.5526461609406397
volcanoes-b5,NeuralNetTorch,8990,999,5,0.05921561209030021,0.16467922304290103,0.01083039678633213,0.965965986251831,1.56808600097429
volcanoes-b5,RandomForest,8990,999,5,0.05844354107154887,0.16597023524064428,0.0073798405937850475,0.966966986656189,1.5962918469449505
volcanoes-b5,XGBoost,8990,999,5,0.056987885302213756,0.1619440704991374,0.012649928219616413,0.9679679870605469,1.595929658971727
volcanoes-b6,CatBoost,9117,1013,5,0.0646350033673715,0.17828920247797608,0.004938545636832714,0.9634748101234436,1.6065173040842637
volcanoes-b6,ExtraTrees,9117,1013,5,0.06352344821754598,0.17343896352640303,0.004721114877611399,0.9644619822502136,1.6299844819586724
volcanoes-b6,LightGBM,9117,1013,5,0.06445352730851961,0.17545287599333945,0.006870833225548267,0.9605133533477783,1.62047030008398
volcanoes-b6,LinearModel,9117,1013,5,0.06459472312559107,0.17674271999407098,0.00848701223731041,0.9644619822502136,1.6055742390453815
volcanoes-b6,NeuralNetFastAI,9117,1013,5,0.06365341991904336,0.17484198545381302,0.006210046820342541,0.9624876379966736,1.6161275720223784
volcanoes-b6,NeuralNetTorch,9117,1013,5,0.06382737553944601,0.17429350412437916,0.005774644669145346,0.9624876379966736,1.6195112749701366
volcanoes-b6,RandomForest,9117,1013,5,0.06459473101055163,0.17579389457702843,0.005091358907520771,0.9634748101234436,1.6266000900650397
volcanoes-b6,XGBoost,9117,1013,5,0.0626610792520574,0.17534959335342193,0.00787308719009161,0.9634748101234436,1.6181211180519313
volcanoes-d1,CatBoost,7877,876,5,0.10076234883000165,0.2587871454085324,0.013471965678036213,0.9440639019012451,1.4257458570646122
volcanoes-d1,ExtraTrees,7877,876,5,0.10098207594113351,0.2638677409720509,0.006283653900027275,0.9440639019012451,1.4337486650329083
volcanoes-d1,LightGBM,7877,876,5,0.10128616865850959,0.26216953799014814,0.010218855924904346,0.9440639019012451,1.4318109299056232
volcanoes-d1,LinearModel,7877,876,5,0.10099278937322702,0.2632763891373778,0.0038080590311437845,0.9440639019012451,1.4318459240021184
volcanoes-d1,NeuralNetFastAI,7877,876,5,0.10080878065828588,0.2611582326246913,0.006574649829417467,0.9440639019012451,1.432337214006111
volcanoes-d1,NeuralNetTorch,7877,876,5,0.10096013792440164,0.2634097403555567,0.006674755364656448,0.9440639019012451,1.4377539890119806
volcanoes-d1,RandomForest,7877,876,5,0.10173030801039917,0.26536564651675204,0.00528496690094471,0.9440639019012451,1.4259583730017766
volcanoes-d1,XGBoost,7877,876,5,0.10101805006468892,0.2576309007307741,0.0141195859760046,0.9440639019012451,1.4320984970545396
volcanoes-d4,CatBoost,7788,866,5,0.09945451605057627,0.25831430247305726,0.014670299366116524,0.943418025970459,1.4178126850165427
volcanoes-d4,ExtraTrees,7788,866,5,0.10082565945682088,0.2676319260899545,0.0163913331925869,0.943418025970459,1.4229947610292584
volcanoes-d4,LightGBM,7788,866,5,0.10061756436038592,0.2631151730643391,0.016941435635089874,0.943418025970459,1.421446867985651
volcanoes-d4,LinearModel,7788,866,5,0.10120957676027378,0.2687874156309514,0.014528188854455948,0.943418025970459,1.420264795073308
volcanoes-d4,NeuralNetFastAI,7788,866,5,0.1003396179057327,0.2624211120830889,0.01919291913509369,0.943418025970459,1.4112106510438025
volcanoes-d4,NeuralNetTorch,7788,866,5,0.10005211430181318,0.264173756099295,0.017443636432290077,0.943418025970459,1.427071902086027
volcanoes-d4,RandomForest,7788,866,5,0.10074686286825922,0.26230945168460557,0.012706004083156586,0.943418025970459,1.4103547749109566
volcanoes-d4,XGBoost,7788,866,5,0.10131295539068551,0.2606340190966961,0.022120829671621323,0.943418025970459,1.425704485969618
volcanoes-e1,CatBoost,1064,119,5,0.16989125341390365,0.4327227582769645,0.026854928582906723,0.9075630307197571,0.2751060490263626
volcanoes-e1,ExtraTrees,1064,119,5,0.166838602535796,0.4249290523804891,0.01567305438220501,0.9075630307197571,0.27405054692644626
volcanoes-e1,LightGBM,1064,119,5,0.17338810994100196,0.4529845560084661,0.03640759736299515,0.9075630307197571,0.2749156979843974
volcanoes-e1,LinearModel,1064,119,5,0.17137286599770757,0.4141024896938565,0.008676543831825256,0.9075630307197571,0.27527850901242346
volcanoes-e1,NeuralNetFastAI,1064,119,5,0.16744428488305654,0.42118453435565334,0.011433287523686886,0.9075630307197571,0.2709239439573139
volcanoes-e1,NeuralNetTorch,1064,119,5,0.16763994018444342,0.42367770833736434,0.01233602687716484,0.9075630307197571,0.2749260379932821
volcanoes-e1,RandomForest,1064,119,5,0.17534826112489652,0.45158237465557866,0.030469177290797234,0.9075630307197571,0.2726069620111957
volcanoes-e1,XGBoost,1064,119,5,0.170029069270785,0.43941386808809535,0.02045038528740406,0.9075630307197571,0.2732078810222447
volkert,CatBoost,52479,5831,10,0.3925054090129226,0.8212758664212513,0.026680195704102516,0.7074258327484131,27.96636144502554
volkert,ExtraTrees,52479,5831,10,0.4281411343209269,0.8926522403588025,0.026740651577711105,0.6834162473678589,29.865688447025605
volkert,LightGBM,52479,5831,10,0.36615295674315784,0.7741149504397589,0.020998504012823105,0.728863000869751,27.36542700789869
volkert,LinearModel,52479,5831,10,0.5444916008838214,1.1811109283355798,0.024740755558013916,0.5872063040733337,29.485995816998184
volkert,NeuralNetFastAI,52479,5831,10,0.35749893104041897,0.7459185782121655,0.028532417491078377,0.7400102615356445,27.16759720107075
volkert,NeuralNetTorch,52479,5831,10,0.38569685107097734,0.8006099492917677,0.02286207675933838,0.7172011733055115,27.749621064052917
volkert,RandomForest,52479,5831,10,0.4281515337827647,0.8958440679476362,0.011027087457478046,0.6895900964736938,29.856029665097594
volkert,XGBoost,52479,5831,10,0.38710313371379146,0.8282534865729878,0.01980753242969513,0.718916118144989,27.451691822032444
wall-robot-navigation,CatBoost,4910,546,4,0.004799390781998269,0.007533536445822055,0.004679528065025806,0.9981684684753418,0.6287876460701227
wall-robot-navigation,ExtraTrees,4910,546,4,0.029243080195071863,0.06193442571329763,0.011365218088030815,0.9780219793319702,0.6971888839034364
wall-robot-navigation,LightGBM,4910,546,4,0.012969379755049783,0.038716457925662376,0.0052695744670927525,0.9926739931106567,0.6385811519576237
wall-robot-navigation,LinearModel,4910,546,4,0.36114774365978275,0.6336936648787236,0.03731394186615944,0.7252747416496277,0.8562073099892586
wall-robot-navigation,NeuralNetFastAI,4910,546,4,0.049162819449976754,0.09839134831858319,0.015093308873474598,0.9652014374732971,0.7094430099241436
wall-robot-navigation,NeuralNetTorch,4910,546,4,0.05178450588748244,0.11136779216602843,0.014907549135386944,0.9670329689979553,0.7004410190274939
wall-robot-navigation,RandomForest,4910,546,4,0.011193371106197687,0.1805972705261147,0.005421585403382778,0.9926739931106567,0.6109269020380452
wall-robot-navigation,XGBoost,4910,546,4,0.012903010859342843,0.03693820649085836,0.004848853684961796,0.9926739931106567,0.6365681310417131
waveform-5000,CatBoost,4500,500,3,0.19935807193712962,0.3291845545740241,0.03735539689660072,0.8460000157356262,0.5816690990468487
waveform-5000,ExtraTrees,4500,500,3,0.2054943777962615,0.31470523841504255,0.027409614995121956,0.8399999737739563,0.620553468936123
waveform-5000,LightGBM,4500,500,3,0.2007250860178434,0.3268474338695553,0.03316163644194603,0.8479999899864197,0.5838374610757455
waveform-5000,LinearModel,4500,500,3,0.18780562633373848,0.31492864433296247,0.020534733310341835,0.8619999885559082,0.5803034979617223
waveform-5000,NeuralNetFastAI,4500,500,3,0.18221079203332635,0.2876034397012516,0.0250925961881876,0.8659999966621399,0.5717739940155298
waveform-5000,NeuralNetTorch,4500,500,3,0.1810505882558491,0.28609077257078386,0.01845981739461422,0.8619999885559082,0.5771347749978304
waveform-5000,RandomForest,4500,500,3,0.22573735032787579,0.3467169985673653,0.02089080587029457,0.8379999995231628,0.6159391180844977
waveform-5000,XGBoost,4500,500,3,0.2031255958998482,0.3437948217460679,0.03577352315187454,0.8519999980926514,0.5850807779934257
wine-quality-red,CatBoost,1439,160,6,0.44488625134460885,0.8709041826691447,0.07279066741466522,0.699999988079071,0.42056766198948026
wine-quality-red,ExtraTrees,1439,160,6,0.40927431623988975,0.8043499528348598,0.06690693646669388,0.7250000238418579,0.42259239207487553
wine-quality-red,LightGBM,1439,160,6,0.4443932294079306,0.8608501680871183,0.07046499848365784,0.706250011920929,0.41890637297183275
wine-quality-red,LinearModel,1439,160,6,0.5681354126153726,1.0371908255387414,0.09886754304170609,0.5062500238418579,0.42313579795882106
wine-quality-red,NeuralNetFastAI,1439,160,6,0.5404083743429429,0.99704251288096,0.06398127228021622,0.5874999761581421,0.42489653907250613
wine-quality-red,NeuralNetTorch,1439,160,6,0.5011097179905166,0.9349626779768601,0.06518545746803284,0.65625,0.4264695839956403
wine-quality-red,RandomForest,1439,160,6,0.43729960118015165,0.8594341398364932,0.049937788397073746,0.71875,0.42402060399763286
wine-quality-red,XGBoost,1439,160,6,0.4461471681263027,0.879263963507481,0.07787024974822998,0.706250011920929,0.42212699202355
wine-quality-white,CatBoost,4408,490,7,0.4034337715219108,0.7852846907663154,0.04754696041345596,0.718367338180542,1.2308746910421178
wine-quality-white,ExtraTrees,4408,490,7,0.3759246358215854,0.7236515959820808,0.05617048218846321,0.7142857313156128,1.2503885889891535
wine-quality-white,LightGBM,4408,490,7,0.3875112695374776,0.7531916264791072,0.05490949749946594,0.718367338180542,1.2357845269143581
wine-quality-white,LinearModel,4408,490,7,0.5674994691929355,1.063585629735036,0.04193247854709625,0.5673469305038452,1.2549954389687628
wine-quality-white,NeuralNetFastAI,4408,490,7,0.5121124870523982,0.9516532067885898,0.04076221212744713,0.6142857074737549,1.2560052159242332
wine-quality-white,NeuralNetTorch,4408,490,7,0.5128769268801909,0.951702400757279,0.0388653464615345,0.6163265109062195,1.2470932620344684
wine-quality-white,RandomForest,4408,490,7,0.38308319251534706,0.7482514643489311,0.07013650238513947,0.7081632614135742,1.2503929840167984
wine-quality-white,XGBoost,4408,490,7,0.397424705245324,0.7730342470746889,0.05753540247678757,0.7061224579811096,1.235212140949443
